Title,Link,Published Date,Excerpt,Image URL
A trau­ma­tised fa­ther bat­tles Rus­sia on Ukraine’s front line,/news/2023/7/25/reporters-notebook-a-traumatised-father-on-ukraines-front-line,25 Jul 2023,"Loss­es in east Ukraine are felt by sol­diers and civil­ians alike. For many, noth­ing re­mains of their homes but mem­o­ries.",/wp-content/uploads/2023/07/image-77.jpg?resize=270%2C180&quality=80
Sirens in Kyiv as Ukrain­ian forces down Russ­ian drones,/news/2023/7/25/sirens-blare-in-kyiv-as-ukrainian-forces-down-russian-drones,25 Jul 2023,Of­fi­cials say Rus­sia launched Iran­ian-made Sha­hed drones in its sixth at­tack this month on the Ukrain­ian cap­i­tal.,/wp-content/uploads/2023/07/2023-07-24T162554Z_103221962_RC2L92AG8OQY_RTRMADP_3_UKRAINE-CRISIS-EAST-DRILLS-1690260654.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 517",/news/2023/7/25/russia-ukraine-war-list-of-key-events-day-517,25 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 517th day.,/wp-content/uploads/2023/07/2023-07-24T045313Z_556358377_RC2F92AVWCJP_RTRMADP_3_UKRAINE-CRISIS-ATTACK-MOSCOW-1690177850.jpg?resize=270%2C180&quality=80
"US sanc­tions Mali’s de­fence min­is­ter, of­fi­cials over Wag­n­er ties",/news/2023/7/24/us-sanctions-malis-defence-minister-officials-over-wagner-ties,24 Jul 2023,US State De­part­ment ac­cus­es three Malian of­fi­cials of fa­cil­i­tat­ing the Russ­ian mer­ce­nary group’s rise in the coun­try.,/wp-content/uploads/2023/07/2021-05-24T090104Z_2010832223_RC2ZGM9MDYJS_RTRMADP_3_MALI-SECURITY-1690229956.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 516",/news/2023/7/24/russia-ukraine-war-list-of-key-events-day-516,24 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 516th day.,/wp-content/uploads/2023/07/AP23204285638018-1690176106.jpg?resize=270%2C180&quality=80
Rus­sia says it foiled a Ukrain­ian drone at­tack on Moscow,/news/2023/7/24/russia-says-it-foiled-a-ukrainian-drone-attack-on-moscow,24 Jul 2023,Russ­ian de­fence min­istry says its forces in­ter­cept­ed and de­stroyed two Ukrain­ian drones over Moscow.,/wp-content/uploads/2023/07/2023-07-24T045325Z_709415720_RC2G92AE1UBK_RTRMADP_3_UKRAINE-CRISIS-ATTACK-MOSCOW-1690176233.jpg?resize=270%2C180&quality=80
"Host­ing Lukashenko, Putin says Ukraine’s coun­terof­fen­sive failed",/news/2023/7/23/hosting-lukashenko-putin-says-ukraines-counteroffensive-failed,23 Jul 2023,The meet­ing was the first to be held be­tween the two lead­ers since Min­sk helped end a re­volt by Russ­ian Wag­n­er fight­ers.,/wp-content/uploads/2023/07/2023-07-23T124612Z_512880561_RC2092AP1H3T_RTRMADP_3_UKRAINE-CRISIS-PUTIN-LUKASHENKO-1690134119.jpg?resize=270%2C180&quality=80
"Russ­ian mis­sile at­tack on Ode­sa kills one, dam­ages cathe­dral",/news/2023/7/23/russian-missile-attack-on-odesa-kills-one-damages-cathedral,23 Jul 2023,"Of­fi­cials say air at­tack wound­ed 22 peo­ple, in­clud­ing sev­er­al chil­dren, and se­vere­ly dam­aged Ode­sa’s largest cathe­dral.",/wp-content/uploads/2023/07/AP23204046366401-1690087923.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 515",/news/2023/7/23/russia-ukraine-war-list-of-key-events-day-515,23 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 515th day.,/wp-content/uploads/2023/07/2023-07-20T055945Z_1585930785_RC2T62AK8H92_RTRMADP_3_UKRAINE-CRISIS-ATTACK-MYKOLAIV-1690084282.jpg?resize=270%2C180&quality=80
Rus­sia ac­cus­es Kyiv of us­ing clus­ter bombs as jour­nal­ist killed,/news/2023/7/22/russian-journalist-killed-three-wounded-near-ukraine-frontline,22 Jul 2023,Moscow ac­cus­es Kyiv of us­ing clus­ter mu­ni­tions af­ter the killing of Ros­tislav Zhu­ravlev near the front line.,/wp-content/uploads/2023/07/33MZ2Z6-highres-1690029562.jpg?resize=270%2C180&quality=80
Ukraine at­tacked Russ­ian vil­lage with clus­ter mu­ni­tions: Gov­er­nor,/news/2023/7/22/ukraine-hit-russian-village-with-cluster-munitions-governor,22 Jul 2023,Gov­er­nor of Rus­sia’s Bel­go­rod re­gion says no ca­su­al­ties re­port­ed in the vil­lage of Zhu­ravlev­ka near the Ukraine bor­der.,/wp-content/uploads/2023/07/2023-06-08T120546Z_42815004_RC2XE1AXCNQ1_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-BELGOROD-1690024356.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 514",/news/2023/7/22/russia-ukraine-war-list-of-key-events-day-514,22 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 514th day.,/wp-content/uploads/2023/07/AP23202344443208-1690010538.jpg?resize=270%2C180&quality=80
"Any Pol­ish ag­gres­sion on Be­larus is at­tack on Rus­sia, Putin says",/news/2023/7/21/any-polish-aggression-on-belarus-is-attack-on-russia-putin-says,21 Jul 2023,Pres­i­dent says Rus­sia will re­tal­i­ate against any at­tack on ally. Poland de­nies hav­ing ter­ri­to­r­i­al am­bi­tions in Be­larus.,/wp-content/uploads/2023/07/33PH33A-highres-1689954917.jpg?resize=270%2C180&quality=80
Rus­sia de­tains ex-sep­a­ratist com­man­der Igor Girkin,/news/2023/7/21/russia-detains-ex-separatist-commander-igor-girkin,21 Jul 2023,"The Russ­ian na­tion­al­ist, who crit­i­cised the way Rus­sia is run­ning its war in Ukraine, was tak­en from his home in Moscow.",/wp-content/uploads/2023/07/AP23202436519254-1689948298.jpg?resize=270%2C180&quality=80
Con­cern mounts in East Africa over halt­ed Black Sea grain deal,/features/2023/7/21/concern-mounts-in-east-africa-over-halted-black-sea-grain-deal,21 Jul 2023,An­a­lysts say East Africa could ex­pe­ri­ence food short­ages due to com­pli­ca­tions from Rus­sia ex­it­ing the grain ini­tia­tive.,/wp-content/uploads/2023/07/AP22325684244828-1689934772.jpg?resize=270%2C180&quality=80
Lithuan­ian bor­der towns grap­ple with threat of Rus­sia-Ukraine war,/features/2023/7/21/lithuanian-border-towns-grapple-with-threat-of-russia-ukraine-war,21 Jul 2023,Lithua­ni­ans in towns near Be­larus feel un­safe de­spite au­thor­i­ties bol­ster­ing bor­der se­cu­ri­ty amid on­go­ing Ukraine war.,/wp-content/uploads/2023/07/Lithuania-1-1689773466.jpg?resize=270%2C180&quality=80
US says Ukraine’s use of clus­ter bombs against Rus­sia ‘ef­fec­tive’,/news/2023/7/21/us-says-ukraines-use-of-cluster-bombs-against-russia-effective,21 Jul 2023,White House na­tion­al se­cu­ri­ty spokesman says con­tro­ver­sial US-pro­vid­ed bombs used against Russ­ian mil­i­tary po­si­tions.,/wp-content/uploads/2023/07/2022-04-10T000000Z_1252682911_RC27KT97JKQ6_RTRMADP_3_UKRAINE-CRISIS-KYIV-REGION-1689906923.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 513",/news/2023/7/21/russia-ukraine-war-list-of-key-events-day-513,21 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 513th day.,/wp-content/uploads/2023/07/2023-07-20T174029Z_236491036_RC2372AGJM75_RTRMADP_3_UKRAINE-CRISIS-EAST-1689901589.jpg?resize=270%2C180&quality=80
EU draws up plans for $22bn Ukraine weapons fund,/news/2023/7/20/eu-draws-up-plans-for-22bn-ukraine-weapons-fund,20 Jul 2023,EU for­eign pol­i­cy chief Josep Bor­rell says the funds will be spent over four years to help Ukraine fight Rus­sia’s war.,/wp-content/uploads/2023/07/2023-04-06T122335Z_1101060095_RC2W80A8OA7F_RTRMADP_3_UKRAINE-CRISIS-EAST-1689877789.jpg?resize=270%2C180&quality=80
Russ­ian pros­e­cu­tors seek 20 more years in prison for Naval­ny,/news/2023/7/20/russian-prosecutors-seek-20-more-years-in-prison-for-navalny,20 Jul 2023,"Putin’s most promi­nent op­po­nent faces new charges, which he says are fab­ri­cat­ed to keep him out of po­lit­i­cal life.",/wp-content/uploads/2023/01/AP22081488395872.jpg?resize=270%2C180&quality=80
Wheat at 3-week high as Ukraine port at­tacks cause sup­ply fear,/news/2023/7/20/wheat-at-3-week-high-as-ukraine-port-attacks-cause-supply-fear,20 Jul 2023,Russ­ian at­tacks on Ukrain­ian ports in­crease sup­ply fears as wheat fu­tures reach a three-week high.,/wp-content/uploads/2022/07/2022-07-13T162039Z_2103513031_RC2YAV9PLXIP_RTRMADP_3_UKRAINE-CRISIS-DONBAS-REGION.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 512",/news/2023/7/20/russia-ukraine-war-list-of-key-events-day-512,20 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 512th day.,/wp-content/uploads/2023/07/AP23200529752719-1689839566.jpg?resize=270%2C180&quality=80
"Ukrain­ian push stalls, Rus­sia’s com­mand baulks, food cri­sis looms",/news/2023/7/20/ukrainian-push-stalls-russias-command-baulks-food-crisis-looms,20 Jul 2023,Rus­sia has end­ed the Black Sea grain deal in re­tal­i­a­tion for Ukraine at­tempt­ing to make a mil­i­tary break­through.,/wp-content/uploads/2023/07/33K64R7-highres-1689832516.jpg?resize=270%2C180&quality=80
"At least 20 wound­ed as Rus­sia strikes Ukraine’s Myko­laiv, Ode­sa",/news/2023/7/20/at-least-11-hurt-in-russian-raids-on-ukraines-mykolaiv-odesa,20 Jul 2023,"Lat­est Russ­ian air at­tacks hit Ukrain­ian port cities of Myko­laiv and Ode­sa, lo­cal of­fi­cials say.",/wp-content/uploads/2023/07/AP23201170167166-1-1689830238.jpg?resize=270%2C180&quality=80
Rus­sia and Ukraine warn each oth­er trav­el­ling ships part of war,/news/2023/7/20/russia-warns-ships-traveling-to-ukraine-considered-part-of-war,20 Jul 2023,Rus­sia’s de­fence min­istry said ships trav­el­ling to Ukraine con­sid­ered to be po­ten­tial­ly trans­port­ing mil­i­tary car­go.,/wp-content/uploads/2023/07/AP22041722467038-1689867157.jpg?resize=270%2C180&quality=80
Prigozhin in video tells Wag­n­er troops to pre­pare ‘for Africa’,/news/2023/7/19/prigozhin-in-video-tells-wagner-troops-to-prepare-for-africa,19 Jul 2023,"Muti­nous mer­ce­nary boss wel­comes his fight­ers in Be­larus, tells them they will not par­tic­i­pate in Ukraine war for now.",/wp-content/uploads/2023/07/2023-07-14T134108Z_350750236_RC2132AJ1P3O_RTRMADP_3_UKRAINE-CRISIS-BELARUS-WAGNER-1689779583.jpg?resize=270%2C180&quality=80
‘Join hands with us’: Britain’s MI6 chief urges Rus­sians to spy,/news/2023/7/19/spies-using-ai-kyivs-counteroffensive-hard-uk-spy-chief,19 Jul 2023,Richard Moore’s in­vi­ta­tion fol­lows a sim­i­lar call by the CIA and is cer­tain to pro­voke anger at the Krem­lin.,/wp-content/uploads/2023/07/AP23200228030649-1689762064.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 511",/news/2023/7/19/russia-ukraine-war-list-of-key-events-day-511,19 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 511th day.,/wp-content/uploads/2023/07/2023-07-18T131640Z_302500664_RC2M52ADOOME_RTRMADP_3_UKRAINE-CRISIS-EAST-ARTILLERY-1689732475.jpg?resize=270%2C180&quality=80
Rus­sia launch­es ‘hell­ish’ sec­ond-night at­tack on Ukraine’s Ode­sa,/news/2023/7/19/russia-attacks-ukraines-odesa-explosions-reported-in-sevastopol,19 Jul 2023,Ukraine air de­fence sys­tems in the Ode­sa re­gion and the cap­i­tal Kyiv re­pelled Russ­ian drone and mis­sile at­tacks.,/wp-content/uploads/2023/07/2023-07-19T045513Z_507851454_RC2262A9SIVS_RTRMADP_3_UKRAINE-CRISIS-ATTACK-KYIV-1-1689743318.jpg?resize=270%2C180&quality=80
"Af­ter end­ing deal, Rus­sia warns against Black Sea grain ship­ments",/news/2023/7/18/after-ending-deal-russia-warns-against-black-sea-grain-shipments,18 Jul 2023,"Rus­sia cau­tions against ship­ments with­out its ‘se­cu­ri­ty guar­an­tees’, hav­ing quit the wartime deal on Mon­day.",/wp-content/uploads/2022/08/AA-20220803-28561193-28561189-INSPECTION_OF_1ST_GRAIN_SHIP_OUT_OF_UKRAINE_STARTS_IN_ISTANBUL.jpg?resize=270%2C180&quality=80
Ukraine’s Ze­len­skky says Rus­sia black­mails world with food ac­cess,/news/2023/7/18/ukraines-zelenskky-says-russia-blackmails-world-with-food-access,18 Jul 2023,Ze­len­skyy said the ex­port of grain from Ukraine’s sea­ports should con­tin­ue de­spite Rus­sia’s with­draw­al from the deal.,/wp-content/uploads/2023/07/AP23198328750172-1689657999.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 510",/news/2023/7/18/russia-ukraine-war-list-of-key-events-day-510,18 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 510th day.,/wp-content/uploads/2023/07/11570682-1688795971.jpg?resize=270%2C180&quality=80
"Rus­sia launch­es wave of air at­tacks on south­ern, east­ern Ukraine",/news/2023/7/18/russia-launches-wave-of-air-attacks-on-south-and-eastern-ukraine,18 Jul 2023,"Ukraine’s air force said Ode­sa, Myko­laiv, Donet­sk, Kher­son, Za­por­izhia and Dnipropetro­vsk re­gions un­der at­tack threat.",/wp-content/uploads/2023/07/AP23195534469658-1689657881.jpg?resize=270%2C180&quality=80
The coun­tries hit the hard­est by Rus­sia’s grain deal exit,/news/2023/7/17/as-russia-exits-grain-deal-which-countries-will-be-affected,17 Jul 2023,Al­most 33 mil­lion met­ric tonnes of grain were ex­port­ed since the Black Sea Grain Ini­tia­tive was bro­kered a year ago.,/wp-content/uploads/2023/05/2023-05-17T040226Z_551226811_RC2NV0AVGW0Z_RTRMADP_3_UKRAINE-CRISIS-GRAINS-1684333712.jpg?resize=270%2C180&quality=80
What hap­pened to the Crimea bridge and why is it im­por­tant?,/news/2023/7/17/crimea-bridge-attack-what-happened-why-is-the-bridge-important,17 Jul 2023,"The bridge suf­fered dam­age af­ter one of its sec­tions was blown up, killing two peo­ple and wound­ing a child.",/wp-content/uploads/2023/07/2023-07-17T081635Z_1004601497_RC2W42AA2JJA_RTRMADP_3_UKRAINE-CRISIS-CRIMEA-BRIDGE-1689588260.jpg?resize=270%2C180&quality=80
Rus­sia-Ukraine Black Sea grain deal: All you need to know,/news/2023/7/17/russia-ukraine-black-sea-grain-deal-all-you-need-to-know,17 Jul 2023,"Rus­sia has de­clined to ex­tend the Black Sea grain deal, stalling the ex­port of Ukrain­ian grain to the rest of the world.",/wp-content/uploads/2023/07/AP23195589729973-1689590495.jpg?resize=270%2C180&quality=80
Rus­sia pulls out of Ukraine grain deal,/news/2023/7/17/russia-halts-participation-in-black-sea-grain-deal-kremlin-2,17 Jul 2023,Krem­lin says its con­di­tions for ex­tend­ing deal bro­kered by the UN and Turkey had not been ful­filled.,/wp-content/uploads/2022/11/2022-10-11T105253Z_1257426086_RC2XCW91QFLK_RTRMADP_3_RUSSIA-GRAINS.jpg?resize=270%2C180&quality=80
"Black Sea grain deal in per­il as UN, Turkey await Rus­sia re­sponse",/news/2023/7/17/black-sea-grain-deal-in-peril-as-un-turkey-await-russia-response,17 Jul 2023,"UN, Turk­ish of­fi­cials await­ing Russ­ian re­sponse as last car­go ship car­ry­ing Ukrain­ian grain leaves Ode­sa.",/wp-content/uploads/2023/07/2023-07-04T132059Z_1479813124_RC2FCX98FKP6_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-GRAINS-1689571275.jpg?resize=270%2C180&quality=80
"Two killed, child wound­ed in ’emer­gency’ on Russ­ian Crimea bridge",/news/2023/7/17/traffic-on-russias-crimea-bridge-stopped-amid-reports-of-blasts,17 Jul 2023,Of­fi­cials say traf­fic on bridge link­ing an­nexed-Crimea to the Russ­ian main­land has been halt­ed due to an ’emer­gency’.,/wp-content/uploads/2023/07/2023-07-17T050221Z_1675689182_RC2342ACFSLD_RTRMADP_3_UKRAINE-CRISIS-CRIMEA-BRIDGE-1689576459.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 509",/news/2023/7/17/russia-ukraine-war-list-of-key-events-day-509,17 Jul 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 509th day.,/wp-content/uploads/2023/07/2023-07-16T135455Z_1575047258_RC2C42ALEED6_RTRMADP_3_UKRAINE-CRISIS-TRAINING-1689559852.jpg?resize=270%2C180&quality=80
East Ukraine fight­ing ‘in­ten­si­fies’ as Putin dis­miss­es of­fen­sive,/news/2023/7/16/east-ukraine-fighting-intensifies-as-putin-dismisses-offensive,16 Jul 2023,Kyiv says fight­ing in east­ern Ukraine ‘in­ten­si­fied’ as Moscow warns it has a ‘suf­fi­cient stock­pile’ of clus­ter bombs.,/wp-content/uploads/2023/07/AP23195534555097-1689533940.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 508",/news/2023/7/16/russia-ukraine-war-list-of-key-events-day-508,16 Jul 2023,"As the Russ­ian in­va­sion of Ukraine en­ters its 508th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/07/33NU7WL-highres-1689487732.jpg?resize=270%2C180&quality=80
"Ukrain­ian drones in­ter­cept­ed over Crimea, says Russ­ian of­fi­cial",/news/2023/7/16/russian-forces-intercept-eight-ukraine-drones-over-crimea,16 Jul 2023,Moscow-in­stalled of­fi­cial says the drone at­tack on Crimean port of Sev­astopol did not cause any dam­age.,/wp-content/uploads/2023/07/2023-06-12T091110Z_507248275_RC2JH1AILY3W_RTRMADP_3_RUSSIA-DAY-CRIMEA-1689483243.jpg?resize=270%2C180&quality=80
Rus­sia says it foiled as­sas­si­na­tion at­tempts on top me­dia fig­ures,/news/2023/7/15/russia-says-foiled-assassination-attempts-on-top-media-figures,15 Jul 2023,A Moscow court is­sued crim­i­nal charges against sev­en peo­ple in con­nec­tion with al­leged plot to kill two jour­nal­ists.,/wp-content/uploads/2023/07/AP23196668296747-1689451408.jpg?resize=270%2C180&quality=80
South Ko­rea’s Yoon promis­es $150m aid af­ter Ze­len­skyy talks,/news/2023/7/15/south-koreas-president-yoon-in-ukraine-to-meet-zelenskyy,15 Jul 2023,Pres­i­dent Yoon pledges to ‘ex­pand the scale’ of his coun­try’s hu­man­i­tar­i­an and non-lethal mil­i­tary aid to Ukraine.,/wp-content/uploads/2023/07/AP23196414684724-1689421960.jpg?resize=270%2C180&quality=80
Ze­len­skyy says Rus­sia ‘in­vest­ing every­thing’ to stop Ukraine army,/news/2023/7/15/zelenskyy-says-russia-investing-everything-to-stop-ukraine-push,15 Jul 2023,Ukrain­ian pres­i­dent says mon­i­tor­ing se­cu­ri­ty sit­u­a­tion in Be­larus where Wag­n­er fight­ers are train­ing Be­laru­sian troops.,/wp-content/uploads/2023/07/AP23193524664052-1689393554.jpg?resize=270%2C180&quality=80
"Al­leged Rus­sia agent pleads not guilty to smug­gling US tech, arms",/news/2023/7/15/alleged-russia-agent-pleads-not-guilty-to-smuggling-us-tech-arms,15 Jul 2023,Vadim Konoshchenok ac­cused of mul­ti­ple crimes for smug­gling of US-made semi­con­duc­tors and am­mu­ni­tion to Rus­sia.,/wp-content/uploads/2023/07/AP17045382993357-1689389973.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 507",/news/2023/7/15/russia-ukraine-war-list-of-key-events-day-507,15 Jul 2023,"As the con­flict en­ters its 507th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/07/2023-07-13T153359Z_528960105_RC2822AVNNK4_RTRMADP_3_UKRAINE-CRISIS-OFFENSIVE-ZAPORIZHZHIA-1689268502.jpg?resize=270%2C180&quality=80
Wag­n­er trains sol­diers in Be­larus af­ter foiled mutiny in Rus­sia,/news/2023/7/14/wagner-trains-soldiers-in-belarus-after-foiled-mutiny-in-russia,14 Jul 2023,The Be­laru­sian de­fence min­istry says the Russ­ian mer­ce­nary group is work­ing with its troops near the town of Asipovichy.,/wp-content/uploads/2023/06/2023-06-24T070650Z_1971000898_RC2IP1AR103P_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-ROSTOV-WAGNER-1687924971.jpg?resize=270%2C180&quality=80
"Wag­n­er mer­ce­nar­ies of­fered chance to serve in Rus­sia, Putin says",/news/2023/7/14/wagner-mercenaries-offered-chance-to-serve-in-russia-putin-says,14 Jul 2023,Putin claims Wag­n­er chief Yevge­ny Prigozhin re­ject­ed of­fer of fight­ers serv­ing in Rus­sia af­ter mutiny.,/wp-content/uploads/2023/07/2023-06-24T060336Z_444234782_RC2GP1A6G55X_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-PRIGOZHIN-ROSTOV-1689304020.jpg?resize=270%2C180&quality=80
Putin says West­ern tanks ‘pri­or­i­ty tar­get’ for Rus­sia in Ukraine,/news/2023/7/14/putin-says-western-tanks-priority-target-for-russia-in-ukraine,14 Jul 2023,Russ­ian pres­i­dent also warns that West­ern weapons sup­plied to Kyiv only pro­longed war and would not change its out­come.,/wp-content/uploads/2023/07/2023-07-07T122910Z_478561588_RC2CY1A0M94X_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-PUTIN-1-1689299902.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 506",/news/2023/7/14/russia-ukraine-war-list-of-key-events-day-506,14 Jul 2023,"As the con­flict en­ters its 506th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/07/2023-07-13T183420Z_413123325_RC2C22AB5W0D_RTRMADP_3_UKRAINE-CRISIS-EAST-1689297479.jpg?resize=270%2C180&quality=80
"Turkey’s been busy at NATO: Swe­den’s bid, F-16s and war me­di­a­tion",/news/2023/7/13/turkeys-busy-nato-swedens-bid-f-16-jets-war-mediation,13 Jul 2023,"At NATO sum­mit, Er­do­gan talked rat­i­fy­ing Swe­den’s mem­ber­ship, an F-16 jet deal, and Turkey’s role in the Ukraine war.",/wp-content/uploads/2023/07/2023-07-12T145443Z_1734327206_RC2Q12AZTO1T_RTRMADP_3_NATO-SUMMIT-1689237948.jpg?resize=270%2C180&quality=80
Russ­ian gen­er­al in Ukraine re­moved for strat­e­gy crit­i­cism: Re­port,/news/2023/7/13/russia-general-in-ukraine-removed-over-strategy-criticism-report,13 Jul 2023,"Ma­jor-Gen­er­al Ivan Popov, com­man­der of Rus­sia’s 58th Com­bined Arms Army, crit­i­cised strat­e­gy on Ukraine, re­ports say.",/wp-content/uploads/2023/07/2023-07-12T150730Z_1161178651_RC2Q12AAYTYB_RTRMADP_3_NATO-SUMMIT-RUSSIA-WALLACE-1689225031.jpg?resize=270%2C180&quality=80
Russ­ian spy chief says he spoke to CIA boss on Ukraine,/news/2023/7/13/russian-spy-chief-says-he-spoke-to-cia-boss-on-ukraine,13 Jul 2023,Sergey Naryshkin says the call on ‘what to do with Ukraine’ took place soon af­ter failed Wag­n­er mutiny in June.,/wp-content/uploads/2023/07/2023-06-21T151507Z_1641629390_RC2QN1AFAWP1_RTRMADP_3_UKRAINE-CRISIS-PUTIN-MILITARY-GRADUATES-1689217357.jpg?resize=270%2C180&quality=80
Rus­sia warns of re­sponse as NATO re­turns to Cold War ‘schemes’,/news/2023/7/13/russia-warns-of-response-as-nato-returns-to-cold-war-schemes,13 Jul 2023,NATO sum­mit out­come to be analysed for threats posed to Rus­sia’s se­cu­ri­ty and ‘all means’ avail­able in re­sponse.,/wp-content/uploads/2023/07/2023-07-12T185044Z_266593630_RC2N12ARCLDC_RTRMADP_3_NATO-SUMMIT-1689215377.jpg?resize=270%2C180&quality=80
Russ­ian de­fence min­istry says Wag­n­er hand­ing over weapons,/news/2023/7/13/russian-defence-ministry-says-wagner-handing-over-weapons,13 Jul 2023,"Move comes two weeks af­ter pri­vate army group launched an un­prece­dent­ed, but ul­ti­mate­ly short-lived, mutiny.",/wp-content/uploads/2023/07/2023-07-12T153526Z_813113969_RC2R12A944UF_RTRMADP_3_UKRAINE-CRISIS-WAGNER-1689214085.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 505",/news/2023/7/13/russia-ukraine-war-list-of-key-events-day-505,13 Jul 2023,"As the con­flict en­ters its 505th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/07/2023-07-11T174125Z_851733319_RC2Z02AIOAVA_RTRMADP_3_UKRAINE-CRISIS-OFFENSIVE-EAST-1689210541.jpg?resize=270%2C180&quality=80
One killed in third night of Russ­ian drone at­tacks on Kyiv,/news/2023/7/13/third-night-of-russian-drone-raids-on-kyiv-debris-hits-districts,13 Jul 2023,One re­port­ed dead and four in­jured in lat­est at­tack on Ukrain­ian cap­i­tal by Russ­ian drones.,/wp-content/uploads/2023/07/2023-07-13T030755Z_590127115_RC2Z12AIAGKD_RTRMADP_3_UKRAINE-CRISIS-ATTACK-KYIV-1-1689224006.jpg?resize=270%2C180&quality=80
NATO did not ‘cre­ate in­cen­tive’ for Putin to stop Ukraine war,/news/2023/7/12/nato-didnt-create-incentive-for-putin-to-stop-ukraine-war,12 Jul 2023,"As the NATO sum­mit in Lithua­nia wraps up, an­a­lysts say its de­c­la­ra­tion has fall­en short and dashed Kyiv’s hopes.",/wp-content/uploads/2023/07/AP23192404478724-1689138919.jpg?resize=270%2C180&quality=80
Analy­sis: Ukraine rolls back 6 months of Russ­ian gains in 5 weeks,/news/2023/7/12/analysis-ukraine-rolls-back-6-months-of-russian-gains-in-5-weeks,12 Jul 2023,As­sess­ment of Ukraine’s coun­terof­fen­sive sug­gests it has re­tak­en 253sq km (98sq miles) of its ter­ri­to­ry since June.,/wp-content/uploads/2023/07/2023-07-11T213537Z_1683203582_RC2Z02AQH5YB_RTRMADP_3_UKRAINE-CRISIS-OFFENSIVE-EAST-1689212342.jpg?resize=270%2C180&quality=80
How does a coun­try join NATO?,/news/2023/7/12/how-does-a-country-join-nato-2,12 Jul 2023,"World’s most pow­er­ful mil­i­tary al­liance has 31 mem­bers. Swe­den is poised to make it 32, and Ukraine wants in as well.",/wp-content/uploads/2023/04/AP23093329486337.jpg?resize=270%2C180&quality=80
"Sergei Surovikin: Miss­ing Russ­ian gen­er­al rest­ing, says law­mak­er",/news/2023/7/12/missing-russian-general-is-resting-says-lawmaker,12 Jul 2023,Surovikin was last seen in a video urg­ing Wag­n­er Group fight­ers to halt their mutiny last month.,/wp-content/uploads/2023/07/2023-06-28T222822Z_735850404_RC2G7Y9WB6G6_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-GENERAL-USA-1689168021.jpg?resize=270%2C180&quality=80
‘Very dan­ger­ous’: Rus­sia slams G7 se­cu­ri­ty as­sur­ances to Ukraine,/news/2023/7/12/the-kremlin-slams-g7-announcement-of-security-guarantees-to-kyiv,12 Jul 2023,"G7 coun­tries have an­nounced se­cu­ri­ty as­sur­ances to Ukraine to de­ter fu­ture Russ­ian at­tacks, a move de­cried by Moscow.",/wp-content/uploads/2023/07/2023-07-12T120632Z_1204862672_RC2M12AZDA9F_RTRMADP_3_NATO-SUMMIT-1-1689164049.jpg?resize=270%2C180&quality=80
Full text: NATO Vil­nius sum­mit com­mu­nique,/news/2023/7/12/full-text-nato-vilnius-summit-communique,12 Jul 2023,NATO lead­ers are meet­ing in the Lithuan­ian cap­i­tal against the back­drop of Rus­sia’s con­tin­u­ing in­va­sion of Ukraine.,/wp-content/uploads/2023/07/AP23192404478724-1689138919.jpg?resize=270%2C180&quality=80
