,aj_id,aj_date,bbc_id,bbc_date,cosine_similarity,aj_title,bbc_title,match
19712,977,25/10/2023,1947,26/10/2023,0.847479701,Al Jazeera condemns Israeli killing of journalist Wael Al-Dahdouh’s family,Wael Al-Dahdouh: Al Jazeera reporter's family killed in Gaza strike - BBC News,0
19780,979,25/10/2023,1947,26/10/2023,0.775020719,Family of Al Jazeera Gaza bureau chief killed in Israeli air raid,Wael Al-Dahdouh: Al Jazeera reporter's family killed in Gaza strike - BBC News,1
19979,985,25/10/2023,1942,26/10/2023,0.740056098,Gaza needed billions in aid before Israel-Hamas war: UN,UN agencies reduce Gaza aid operations as fuel runs out - BBC News,0
20262,993,25/10/2023,1954,25/10/2023,0.714060426,Child casualties in Gaza a ‘stain on our conscience’: UNICEF,Humanity blasted and broken: Gaza through a medic's eyes - BBC News,0
20364,996,24/10/2023,1964,24/10/2023,0.704690337,UN chief says ‘clear violations of international humanitarian law’ in Gaza,Scottish Labour leader Sarwar says Israel 'breaking international law' in Gaza - BBC News,0
20397,997,24/10/2023,1963,24/10/2023,0.812328577,"More than 700 killed in overnight Israeli attacks, Gaza officials say",Gaza strikes: Hamas-run health ministry says 700 killed in 24 hours - BBC News,1
20628,1004,24/10/2023,1956,25/10/2023,0.73809433,Gaza hospital generators to run out of fuel in 48 hours: Health Ministry,Gaza's hospitals treating emergency cases only as fuel runs low - BBC News,1
20801,1009,23/10/2023,1971,24/10/2023,0.705617666,Hamas releases two women held hostage after Egyptian-Qatari diplomacy,Two more hostages held in Gaza released - BBC News,0
21689,1041,20/10/2023,1997,21/10/2023,0.713870466,Hamas releases two American hostages from Gaza after Qatari mediation,The forgotten Israeli hostages kept by Hamas in Gaza for years - BBC News,0
21774,1044,20/10/2023,1992,21/10/2023,0.781510532,UN chief calls on Israel to open aid ‘lifeline’ for Gaza,Israel-Gaza war: UN agencies call for Gaza ceasefire as aid arrives - BBC News,0
21858,1046,20/10/2023,2016,19/10/2023,0.750401258,Investigations reveal discrepancies in Israel’s Gaza hospital attack claims,"Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",0
22102,1054,20/10/2023,2020,19/10/2023,0.733272374,Biden’s Israel trip displays ‘performative’ approach to Gaza war: analysts,Israel Gaza: Biden clinches deal with Egypt to allow aid - BBC News,0
22142,1056,19/10/2023,2010,20/10/2023,0.747396231,"US, UK, Germany tell citizens to leave Lebanon as regional tensions rise",Residents leave as tension grows at Israel-Lebanon border - BBC News,1
22207,1058,19/10/2023,2018,19/10/2023,0.703140855,WHO says aid ‘ready to go’ into Gaza as Israeli bombardment continues,Aid delivery waits to enter Gaza from Egypt at Rafah crossing - BBC News,0
22292,1061,19/10/2023,2016,19/10/2023,0.918733656,Video investigation: What hit al-Ahli Hospital in Gaza?,"Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",0
22299,1061,19/10/2023,2023,18/10/2023,0.743467927,Video investigation: What hit al-Ahli Hospital in Gaza?,Panic and confusion at scene of Gaza hospital blast - BBC News,0
22469,1067,19/10/2023,2019,19/10/2023,0.795999527,Jewish activists arrested at US Congress anti-Israel protest amid Gaza war,Hundreds arrested at Israel-Gaza protest near US Capitol - BBC News,1
22599,1072,18/10/2023,2016,19/10/2023,0.815098405,What is Israel’s narrative on the Gaza hospital explosion?,"Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",0
22606,1072,18/10/2023,2023,18/10/2023,0.84749949,What is Israel’s narrative on the Gaza hospital explosion?,Panic and confusion at scene of Gaza hospital blast - BBC News,0
22613,1072,18/10/2023,2030,18/10/2023,0.7398206,What is Israel’s narrative on the Gaza hospital explosion?,Hospital blast in Gaza City kills hundreds - health officials - BBC News,0
22628,1073,18/10/2023,2016,19/10/2023,0.740222156,Israel-Gaza: What international law says about the deadly hospital strike,"Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",0
22635,1073,18/10/2023,2023,18/10/2023,0.737951875,Israel-Gaza: What international law says about the deadly hospital strike,Panic and confusion at scene of Gaza hospital blast - BBC News,0
22642,1073,18/10/2023,2030,18/10/2023,0.755602479,Israel-Gaza: What international law says about the deadly hospital strike,Hospital blast in Gaza City kills hundreds - health officials - BBC News,0
22715,1076,18/10/2023,2016,19/10/2023,0.833777428,"Where in Gaza is al-Ahli Arab Hospital, the site hit amid war with Israel?","Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",0
22722,1076,18/10/2023,2023,18/10/2023,0.715682387,"Where in Gaza is al-Ahli Arab Hospital, the site hit amid war with Israel?",Panic and confusion at scene of Gaza hospital blast - BBC News,0
22806,1079,18/10/2023,2020,19/10/2023,0.711779475,What has been US President Biden’s stance on Israel-Gaza war so far?,Israel Gaza: Biden clinches deal with Egypt to allow aid - BBC News,0
22814,1079,18/10/2023,2028,18/10/2023,0.731734097,What has been US President Biden’s stance on Israel-Gaza war so far?,Israel Gaza: Biden's visit is a high-stakes gamble - BBC News,0
22838,1080,18/10/2023,2023,18/10/2023,0.708803415,"Biden arrives in Tel Aviv, backs Israel’s narrative on Gaza hospital strike",Panic and confusion at scene of Gaza hospital blast - BBC News,0
22843,1080,18/10/2023,2028,18/10/2023,0.716457367,"Biden arrives in Tel Aviv, backs Israel’s narrative on Gaza hospital strike",Israel Gaza: Biden's visit is a high-stakes gamble - BBC News,0
23009,1086,18/10/2023,2020,19/10/2023,0.703826606,What can Biden’s Israel visit accomplish after Gaza hospital bombing?,Israel Gaza: Biden clinches deal with Egypt to allow aid - BBC News,0
23017,1086,18/10/2023,2028,18/10/2023,0.761382282,What can Biden’s Israel visit accomplish after Gaza hospital bombing?,Israel Gaza: Biden's visit is a high-stakes gamble - BBC News,0
23031,1086,18/10/2023,2042,17/10/2023,0.707767606,What can Biden’s Israel visit accomplish after Gaza hospital bombing?,Biden to visit Israel as concerns grow over conflict escalating - BBC News,0
23063,1088,18/10/2023,2016,19/10/2023,0.777151465,What we know so far about the deadly strike on a Gaza hospital,"Gaza hospital: What video, pictures and other evidence tell us about Al-Ahli hospital blast - BBC News",1
23070,1088,18/10/2023,2023,18/10/2023,0.800255895,What we know so far about the deadly strike on a Gaza hospital,Panic and confusion at scene of Gaza hospital blast - BBC News,0
23077,1088,18/10/2023,2030,18/10/2023,0.772240698,What we know so far about the deadly strike on a Gaza hospital,Hospital blast in Gaza City kills hundreds - health officials - BBC News,0
23182,1093,17/10/2023,2030,18/10/2023,0.733290792,World reacts as Gaza officials say 500 killed in Israeli strike on hospital,Hospital blast in Gaza City kills hundreds - health officials - BBC News,0
23203,1094,17/10/2023,2030,18/10/2023,0.806164265,Gaza authorities say hundreds killed in Israeli air raid on hospital,Hospital blast in Gaza City kills hundreds - health officials - BBC News,1
23412,1104,17/10/2023,2028,18/10/2023,0.783945441,Biden to visit Israel as Gaza faces humanitarian catastrophe,Israel Gaza: Biden's visit is a high-stakes gamble - BBC News,0
23425,1104,17/10/2023,2042,17/10/2023,0.766699851,Biden to visit Israel as Gaza faces humanitarian catastrophe,Biden to visit Israel as concerns grow over conflict escalating - BBC News,1
23648,1120,16/10/2023,2037,17/10/2023,0.818306684,Why reopening Egypt-Gaza Rafah crossing is crucial amid Israeli bombing,Why Egypt remains reluctant to open Rafah crossing to Gaza - BBC News,1
23689,1123,16/10/2023,2042,17/10/2023,0.732180178,Biden weighs Israel visit after Netanyahu extends invite amid Gaza war,Biden to visit Israel as concerns grow over conflict escalating - BBC News,1
